,entry,top year,ranking,artist,track,release year,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,popularity,top genre
473,473,2014,74,Sia,Elastic Heart,2015-05-04,0.421,0.791,-4.998,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,9,1,257200,65.0,dance
474,474,2014,75,Tove Lo,Talking Body,2014-09-24,0.736,0.761,-5.449,0.0338,0.0966,0.0,0.0823,0.114,119.999,4,0,238427,65.0,pop
475,475,2014,76,Cold War Kids,First,2014-10-31,0.468,0.692,-4.015,0.0295,0.0202,2.39e-06,0.523,0.561,78.009,2,1,200360,65.0,rock
476,476,2014,77,Tiësto,Red Lights,2014-06-13,0.654,0.83,-4.801,0.0366,0.000629,1.13e-06,0.121,0.548,124.989,10,1,262200,65.0,dance
477,477,2014,78,Nicki Minaj,Anaconda,2014-12-15,0.964,0.605,-6.223,0.179,0.0668,7.78e-06,0.214,0.646,129.994,9,1,260240,65.0,pop
478,478,2014,79,Jason Derulo,Talk Dirty (feat. 2 Chainz),2013-09-10,0.76,0.652,-7.321,0.232,0.0348,0.0,0.307,0.759,100.315,6,1,177685,64.0,pop
479,479,2014,80,Sheppard,Geronimo,2015-03-10,0.705,0.78,-6.267,0.0805,0.456,0.00152,0.115,0.457,142.028,7,1,218228,64.0,indie
480,480,2014,81,Beyoncé,XO,2014-11-24,0.47,0.793,-8.929,0.26,0.164,1.31e-06,0.313,0.216,170.1,0,1,215947,64.0,pop
481,481,2014,82,Nick Jonas,Jealous - Remix,2015-11-20,0.684,0.71,-3.614,0.0779,0.0132,0.0,0.444,0.451,93.007,11,0,222187,64.0,pop
482,482,2014,83,Iggy Azalea,Black Widow,2014-01-01,0.743,0.72,-3.753,0.124,0.192,0.000386,0.109,0.519,163.99,11,1,209423,64.0,hip hop
483,483,2014,84,Rita Ora,I Will Never Let You Down,2014-03-31,0.753,0.801,-3.215,0.0296,0.403,0.0,0.128,0.794,128.011,4,1,203467,63.0,pop
484,484,2014,85,Taylor Swift,Style,2014-10-27,0.588,0.791,-5.595,0.0402,0.00245,0.00258,0.118,0.487,94.933,7,1,231000,63.0,pop
485,485,2014,86,Sam Smith,Money On My Mind,2014-05-26,0.688,0.841,-5.217,0.179,0.204,0.000295,0.229,0.743,133.912,2,1,192670,63.0,pop
486,486,2014,87,Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,2012,0.596,0.738,-3.109,0.0411,0.109,0.0,0.0947,0.461,127.961,8,1,217347,63.0,pop
487,487,2014,88,Kiesza,Hideaway,2014-10-21,0.838,0.72,-4.135,0.0483,0.0862,0.00696,0.0772,0.203,122.993,7,0,251987,63.0,pop
488,488,2014,89,G.R.L.,Ugly Heart,2014-07-29,0.65,0.786,-5.488,0.0463,0.019,0.0,0.323,0.446,124.96,9,1,198307,63.0,pop
489,489,2014,90,OneRepublic,Love Runs Out,2014-01-01,0.719,0.935,-3.752,0.0589,0.167,0.0,0.0973,0.738,120.022,7,1,224227,62.0,rock
490,490,2014,91,The Chainsmokers,#SELFIE,2014-01-01,0.789,0.916,-3.262,0.249,0.0135,8.09e-06,0.077,0.658,127.956,0,1,183750,62.0,pop
491,491,2014,92,Jason Derulo,Trumpets,2013-09-10,0.635,0.691,-4.862,0.258,0.555,0.0,0.097,0.638,82.142,0,1,217419,62.0,pop
492,492,2014,93,Trey Songz,Na Na,2015-06-23,0.67,0.476,-6.253,0.0406,0.328,0.0,0.104,0.235,96.975,9,0,231907,61.0,pop
493,493,2014,94,5 Seconds of Summer,Amnesia,2014-06-27,0.572,0.499,-5.237,0.0311,0.0283,0.0,0.213,0.108,101.593,2,1,237248,61.0,pop
494,494,2014,95,Selena Gomez,The Heart Wants What It Wants,2014-11-24,0.616,0.789,-4.874,0.0377,0.053,0.0,0.142,0.621,83.066,7,0,227360,61.0,pop
495,495,2014,96,Tiësto,Wasted,2014-06-13,0.638,0.816,-5.503,0.0308,0.00149,0.00115,0.195,0.386,112.014,2,1,190014,60.0,dance
496,496,2014,97,Olly Murs,Wrapped Up (feat. Travie McCoy),2014-11-24,0.787,0.837,-5.419,0.0556,0.0926,0.0,0.155,0.918,122.004,1,1,185629,60.0,pop
497,497,2014,98,ZHU,Faded,2014-09-11,0.867,0.477,-7.183,0.049,0.00843,0.175,0.113,0.614,124.979,9,0,223480,59.0,dance
498,498,2014,99,O.T. Genasis,CoCo,2014-11-10,0.886,0.628,-5.949,0.131,0.00215,1.15e-05,0.31,0.178,119.906,8,1,239574,59.0,hip hop
499,499,2014,100,Howard Shore,I See Fire,2013-12-10,0.633,0.0519,-21.107,0.0365,0.562,0.0,0.097,0.204,76.034,10,0,300747,58.0,pop
500,500,2015,1,Mark Ronson,Uptown Funk (feat. Bruno Mars),2015-01-12,0.856,0.609,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,0,1,269667,81.0,pop
501,501,2015,2,Ed Sheeran,Thinking out Loud,2014-06-21,0.781,0.445,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998,2,1,281560,81.0,pop
502,502,2015,3,"Wiz Khalifa, Charlie Puth",See You Again (feat. Charlie Puth),2015,0.689,0.481,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,10,1,229526,80.0,pop
503,503,2015,4,Justin Bieber,What Do You Mean?,2015-11-13,0.845,0.567,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02,5,0,205680,77.0,pop
504,504,2015,5,"Major Lazer, Diplo",Lean On,2015-11-27,0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,7,0,176561,71.0,pop
505,505,2015,6,The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2014-12-23,0.659,0.381,-5.922,0.0304,0.385,0.0,0.0972,0.426,119.844,2,0,252227,75.0,r&b
506,506,2015,7,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",2015-11-06,0.262,0.606,-6.646,0.0484,0.247,0.0,0.125,0.275,189.857,8,1,252534,77.0,pop
507,507,2015,8,Avicii,The Nights,2014-01-01,0.527,0.835,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983,6,1,176658,84.0,pop
508,508,2015,9,The Neighbourhood,Daddy Issues,2015-10-30,0.588,0.521,-9.461,0.0329,0.0678,0.149,0.123,0.337,85.012,10,1,260173,83.0,rock
509,509,2015,10,Twenty One Pilots,Stressed Out,2015-05-15,0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4,0,202333,83.0,rock
510,510,2015,11,Taylor Swift,Blank Space,2014-10-27,0.753,0.678,-5.421,0.0644,0.085,1.64e-06,0.13,0.583,96.006,5,1,231827,75.0,pop
511,511,2015,12,Tame Impala,The Less I Know The Better,2015-07-17,0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.167,0.785,116.879,4,1,216320,83.0,indie
512,512,2015,13,Justin Bieber,Love Yourself,2015-11-13,0.609,0.378,-9.828,0.438,0.835,0.0,0.28,0.515,100.418,4,1,233720,82.0,pop
513,513,2015,14,Rihanna,Bitch Better Have My Money,2015-03-26,0.781,0.728,-4.981,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,1,1,219306,81.0,pop
514,514,2015,15,The Weeknd,The Hills,2015-08-28,0.585,0.564,-7.063,0.0515,0.0671,0.0,0.135,0.137,113.003,0,0,242253,86.0,r&b
515,515,2015,16,Ariana Grande,One Last Time,2014-08-25,0.628,0.593,-5.036,0.0323,0.093,1.65e-06,0.096,0.104,125.026,8,1,197267,81.0,pop
516,516,2015,17,Bryson Tiller,Don't,2015-10-02,0.765,0.356,-5.556,0.195,0.223,0.0,0.0963,0.189,96.991,11,0,198293,81.0,hip hop
517,517,2015,18,WALK THE MOON,Shut Up and Dance,2014-12-02,0.578,0.866,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038,1,1,199080,81.0,rock
518,518,2015,19,Avicii,Waiting For Love,2015-10-02,0.579,0.736,-3.863,0.0527,0.31,0.0,0.198,0.613,127.999,6,0,230613,81.0,pop
519,519,2015,20,The Weeknd,Can't Feel My Face,2015-08-28,0.705,0.769,-5.526,0.0425,0.113,0.0,0.105,0.583,107.949,9,0,213520,81.0,r&b
520,520,2015,21,Justin Bieber,Sorry,2015-11-13,0.654,0.76,-3.669,0.045,0.0797,0.0,0.299,0.41,99.945,0,0,200787,80.0,pop
521,521,2015,22,BØRNS,Electric Love,2015-10-16,0.611,0.797,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,6,0,218107,79.0,rock
522,522,2015,23,Pitbull,Time of Our Lives,2014-11-21,0.721,0.802,-5.797,0.0583,0.0921,0.0,0.694,0.724,124.022,1,1,229360,78.0,pop
523,523,2015,24,Fall Out Boy,Centuries,2015-01-20,0.393,0.858,-2.868,0.0729,0.00359,0.0,0.102,0.56,176.042,4,0,228360,78.0,rock
524,524,2015,25,KALEO,Way down We Go,2016-06-10,0.489,0.505,-8.022,0.117,0.579,0.000333,0.104,0.337,163.255,10,0,213707,78.0,indie
525,525,2015,26,Calvin Harris,Outside (feat. Ellie Goulding),2014-10-31,0.646,0.823,-4.123,0.0394,0.213,0.0,0.322,0.418,128.035,2,0,227267,78.0,pop
526,526,2015,27,Ariana Grande,Love Me Harder,2014-08-25,0.472,0.714,-4.389,0.0334,0.00937,0.0,0.0764,0.24,98.992,1,0,236133,78.0,pop
527,527,2015,28,One Direction,Drag Me Down,2015-11-13,0.73,0.703,-5.672,0.0369,0.109,0.0,0.0657,0.595,138.113,0,0,192120,78.0,pop
528,528,2015,29,Sam Smith,Like I Can,2014-05-26,0.656,0.627,-6.627,0.0379,0.343,2.17e-05,0.124,0.481,99.933,7,0,167066,78.0,pop
529,529,2015,30,"Rihanna, Kanye West, Paul McCartney",FourFiveSeconds,2015-01-24,0.582,0.272,-5.662,0.0501,0.875,0.0,0.13,0.354,205.846,2,1,188238,77.0,pop
530,530,2015,31,R. City,Locked Away (feat. Adam Levine),2015-10-09,0.509,0.671,-5.709,0.0678,0.304,0.0,0.0452,0.55,118.413,1,1,227480,77.0,pop
531,531,2015,32,Demi Lovato,Cool for the Summer,2015-01-01,0.583,0.61,-5.639,0.0382,0.00425,0.000105,0.14,0.336,114.06,5,0,214740,77.0,pop
532,532,2015,33,One Direction,Perfect,2015-11-13,0.647,0.823,-5.231,0.0762,0.0598,0.0,0.119,0.396,99.933,2,1,230333,77.0,pop
533,533,2015,34,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),2015-01-09,0.63,0.53,-7.259,0.0434,0.4,0.0,0.177,0.417,108.038,0,1,225053,77.0,pop
534,534,2015,35,Drake,Hotline Bling,2016-05-06,0.891,0.628,-7.863,0.0551,0.00258,0.00019,0.0504,0.552,134.966,2,1,267067,76.0,hip hop
535,535,2015,36,Zara Larsson,Lush Life,2017-03-17,0.694,0.712,-3.923,0.046,0.132,0.0,0.211,0.799,98.023,7,0,201122,76.0,pop
536,536,2015,37,"Calvin Harris, Disciples",How Deep Is Your Love,2015-07-17,0.738,0.868,-4.373,0.0731,0.0392,0.00169,0.388,0.336,122.003,11,0,212640,76.0,pop
537,537,2015,38,Hozier,Take Me to Church,2014-09-19,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,4,0,241693,76.0,singer-songwriter
538,538,2015,39,Rachel Platten,Fight Song,2016-01-01,0.564,0.714,-4.987,0.129,0.0549,0.0,0.155,0.33,175.924,7,1,204013,75.0,pop
539,539,2015,40,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),2016-06-17,0.886,0.427,-10.028,0.145,0.0312,0.00099,0.0906,0.23,108.034,6,1,177184,75.0,hip hop
540,540,2015,41,Robin Schulz,Sugar (feat. Francesco Yates),2015-09-25,0.636,0.815,-5.098,0.0581,0.0185,0.0,0.163,0.636,123.063,5,0,219043,75.0,pop
541,541,2015,42,X Ambassadors,Renegades,2015-06-30,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,2,1,195200,74.0,pop
542,542,2015,43,Flo Rida,My House,2015-04-07,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006,7,0,192191,74.0,pop
543,543,2015,44,Shawn Mendes,Stitches,2015-04-14,0.752,0.754,-6.684,0.0615,0.0151,0.0,0.0486,0.755,149.789,1,1,206880,74.0,pop
544,544,2015,45,Kygo,Firestone,2016-05-13,0.704,0.634,-7.374,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,11,0,271640,74.0,dance
545,545,2015,46,The Weeknd,In The Night,2015-08-28,0.505,0.68,-4.993,0.0714,0.0796,0.0,0.0465,0.539,168.022,7,1,235653,74.0,r&b
546,546,2015,47,Jeremih,oui,2015-12-04,0.418,0.724,-3.724,0.0964,0.213,0.0,0.112,0.604,78.521,5,1,238320,74.0,hip hop
547,547,2015,48,Meghan Trainor,Dear Future Husband,2015-01-09,0.655,0.782,-4.789,0.185,0.375,0.0,0.317,0.832,79.427,1,1,184227,74.0,pop
548,548,2015,49,Taylor Swift,Style,2014-10-27,0.598,0.786,-5.572,0.0383,0.00253,0.0016,0.117,0.456,95.019,2,1,231000,74.0,pop
549,549,2015,50,Selena Gomez,The Heart Wants What It Wants,2014-01-01,0.616,0.789,-4.874,0.0377,0.053,0.0,0.142,0.621,83.066,7,0,227373,74.0,pop
550,550,2015,51,Galantis,Runaway (U & I),2015-06-05,0.506,0.805,-4.119,0.0469,0.00711,0.00193,0.0856,0.383,126.008,1,1,227074,73.0,pop
551,551,2015,52,Kendrick Lamar,King Kunta,2015-03-16,0.884,0.657,-4.569,0.0977,0.00589,0.0,0.154,0.489,107.059,6,0,234693,73.0,hip hop
552,552,2015,53,Adele,When We Were Young,2015-11-20,0.376,0.595,-5.936,0.0496,0.303,0.0,0.095,0.265,144.361,3,1,290900,73.0,r&b
553,553,2015,54,Jason Derulo,Want to Want Me,2015-05-29,0.775,0.68,-5.508,0.0629,0.00906,0.0,0.109,0.656,114.025,0,0,207719,73.0,pop
554,554,2015,55,Fetty Wap,679 (feat. Remy Boyz),2015-06-29,0.618,0.717,-5.738,0.318,0.00256,0.0,0.625,0.603,190.05,7,1,196693,73.0,pop
555,555,2015,56,"Jack Ü, Skrillex, Diplo",Where Are Ü Now (with Justin Bieber),2015-02-24,0.432,0.781,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4,0,250286,72.0,pop
556,556,2015,57,Little Mix,Black Magic,2015-11-06,0.776,0.875,-5.535,0.0575,0.0343,0.0,0.314,0.849,111.988,4,1,211786,72.0,pop
557,557,2015,58,Kygo,Stole the Show,2016-05-13,0.64,0.635,-7.565,0.226,0.271,0.0,0.319,0.475,100.034,8,0,223187,72.0,dance
558,558,2015,59,Big Sean,I Don't Fuck With You,2015-02-24,0.824,0.733,-5.474,0.0613,0.0362,0.0,0.325,0.395,97.972,1,1,284387,72.0,pop
559,559,2015,60,Fifth Harmony,Worth It (feat. Kid Ink),2015-01-30,0.884,0.765,-3.865,0.0882,0.063,7.04e-06,0.118,0.594,99.987,8,1,224573,72.0,pop
560,560,2015,61,Thomas Rhett,Die A Happy Man,2015-01-01,0.595,0.389,-9.245,0.0349,0.418,1.39e-06,0.116,0.4,166.052,2,1,227427,71.0,contemporary country
561,561,2015,62,Adele,Send My Love (To Your New Lover),2015-11-20,0.688,0.533,-8.363,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,6,0,223079,72.0,r&b
562,562,2015,63,"Chris Brown, Tyga",Ayo,2015-02-24,0.823,0.563,-5.095,0.0443,0.0399,0.0,0.0851,0.682,98.031,6,1,225227,71.0,pop
563,563,2015,64,Fetty Wap,Trap Queen,2015-09-25,0.746,0.873,-3.803,0.128,0.0244,0.0,0.354,0.817,148.075,7,1,222093,72.0,pop
564,564,2015,65,Zara Larsson,Never Forget You,2017-03-17,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,11,0,213428,71.0,pop
565,565,2015,66,Travis Scott,Antidote,2015-09-04,0.713,0.526,-5.046,0.032,0.00767,0.000148,0.124,0.131,131.05,1,1,262693,71.0,hip hop
566,566,2015,67,X Ambassadors,Unsteady,2015-06-30,0.389,0.665,-6.169,0.0644,0.178,0.000732,0.116,0.199,117.055,0,1,193547,71.0,pop
567,567,2015,68,Elle King,Ex's & Oh's,2015-02-13,0.612,0.921,-2.882,0.085,0.0183,0.0,0.0576,0.446,139.988,7,1,202173,71.0,contemporary country
568,568,2015,69,Adele,Hello,2015-11-20,0.578,0.43,-6.134,0.0305,0.33,0.0,0.0854,0.288,78.991,5,0,295502,72.0,r&b
569,569,2015,70,Taylor Swift,Wildest Dreams,2014-10-27,0.554,0.666,-7.414,0.0747,0.0702,0.00593,0.106,0.472,140.056,8,1,220440,71.0,pop
570,570,2015,71,Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),2018-02-16,0.778,0.566,-6.959,0.0311,0.672,0.000197,0.0698,0.479,117.971,2,0,186147,71.0,pop
571,571,2015,72,Meghan Trainor,Lips Are Movin,2015-01-09,0.775,0.825,-5.402,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,7,1,182667,70.0,pop
572,572,2015,73,Pia Mia,Do It Again,2015-05-04,0.712,0.564,-6.527,0.047,0.0266,0.0,0.0874,0.411,95.95,8,1,207747,70.0,pop
573,573,2015,74,Rae Sremmurd,No Type,2015-01-06,0.891,0.486,-7.803,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,6,1,200080,70.0,hip hop
574,574,2015,75,"Drake, Future",Jumpman,2015-09-20,0.852,0.553,-7.286,0.187,0.0559,0.0,0.332,0.656,142.079,1,1,205879,70.0,hip hop
575,575,2015,76,Andy Grammer,"Honey, I'm Good.",2014-08-05,0.752,0.775,-7.289,0.0546,0.0324,0.0,0.351,0.595,122.014,9,1,199263,69.0,pop
576,576,2015,77,Taylor Swift,Bad Blood,2015-05-17,0.654,0.655,-7.388,0.106,0.0294,0.0,0.139,0.221,170.16,11,0,200107,70.0,pop
577,577,2015,78,The Strumbellas,Spirits,2016-04-22,0.556,0.657,-6.075,0.0265,0.17,0.0,0.113,0.79,80.529,0,1,203653,69.0,indie
578,578,2015,79,Lana Del Rey,High By The Beach,2015-09-18,0.536,0.486,-11.067,0.0346,0.244,0.00788,0.12,0.0968,131.988,11,0,257573,69.0,pop
579,579,2015,80,"Snakehips, Tinashe, Chance the Rapper",All My Friends (feat. Tinashe & Chance the Rapper),2015-10-21,0.681,0.521,-5.849,0.141,0.12,8.41e-05,0.108,0.181,94.997,0,1,229747,69.0,dance
580,580,2015,81,Deorro,Five More Hours,2017-03-31,0.699,0.883,-3.226,0.219,0.0288,0.0,0.817,0.499,127.961,5,0,211975,68.0,pop
581,581,2015,82,Carly Rae Jepsen,I Really Like You,2015,0.62,0.805,-5.538,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,5,1,204764,68.0,pop
582,582,2015,83,Hailee Steinfeld,Love Myself,2016-02-26,0.617,0.759,-6.785,0.0678,0.0026,0.0,0.419,0.324,122.924,0,0,218773,68.0,pop
583,583,2015,84,Alessia Cara,Here,2015-11-13,0.376,0.821,-3.974,0.104,0.0785,0.0,0.0823,0.331,120.462,0,1,199453,68.0,r&b
584,584,2015,85,Beyoncé,7/11,2014-11-24,0.747,0.705,-5.137,0.126,0.0128,0.0,0.126,0.56,136.024,9,0,213507,68.0,pop
585,585,2015,86,Selena Gomez,Same Old Love,2015-10-09,0.672,0.593,-4.01,0.0304,0.0223,0.0,0.214,0.438,98.02,11,0,229080,68.0,pop
586,586,2015,87,Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),2014-12-02,0.733,0.676,-5.655,0.0432,0.0697,0.0,0.208,0.701,97.448,10,0,226581,68.0,pop
587,587,2015,88,Adele,Water Under the Bridge,2015-11-20,0.59,0.833,-6.503,0.0615,0.0142,5.4e-06,0.105,0.538,94.963,5,0,240439,68.0,r&b
588,588,2015,89,James Bay,Let It Go,2014-12-15,0.546,0.311,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464,1,1,260533,68.0,singer-songwriter
589,589,2015,90,Flo Rida,GDFR (feat. Sage the Gemini & Lookas),2015-04-07,0.657,0.827,-4.036,0.0734,0.000704,0.00534,0.065,0.69,145.889,5,1,190186,68.0,pop
590,590,2015,91,"DJ Snake, AlunaGeorge",You Know You Like It,2014-10-14,0.407,0.725,-5.346,0.188,0.0141,2.46e-06,0.306,0.247,196.093,5,0,247267,67.0,pop
591,591,2015,92,Joel Adams,Please Don't Go,2015-11-06,0.513,0.768,-4.868,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,4,0,210580,67.0,pop
592,592,2015,93,Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),2015-06-29,0.589,0.658,-5.288,0.203,0.0242,0.0,0.118,0.251,77.521,11,0,223973,67.0,hip hop
593,593,2015,94,Petit Biscuit,Sunset Lover,2015,0.783,0.467,-9.474,0.0503,0.729,0.809,0.109,0.236,90.838,6,1,237793,67.0,dance
594,594,2015,95,Trey Songz,Slow Motion,2015-06-23,0.733,0.408,-7.834,0.0388,0.679,3.92e-05,0.11,0.291,94.947,7,0,197854,67.0,pop
595,595,2015,96,George Ezra,Barcelona,2014-06-30,0.629,0.572,-9.332,0.0307,0.32,0.000853,0.109,0.182,93.997,5,1,188960,66.0,pop
596,596,2015,97,Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",2015-04-07,0.854,0.766,-4.697,0.141,0.0242,0.0,0.0793,0.784,118.004,9,0,224258,66.0,pop
597,597,2015,98,"Jonas Blue, Dakota",Fast Car,2015-12-04,0.644,0.57,-6.994,0.052,0.484,0.0,0.299,0.527,113.945,9,1,212424,66.0,pop
598,598,2015,99,"Major Lazer, Diplo",Light It Up - Remix,2015-11-27,0.747,0.877,-3.782,0.0664,0.0375,0.000833,0.233,0.752,107.991,9,0,166138,66.0,pop
599,599,2015,100,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,2015-10-16,0.78,0.68,-6.081,0.0305,0.141,1.2e-05,0.138,0.594,118.026,4,1,180560,65.0,pop
600,600,2016,1,The Weeknd,Starboy,2016-11-25,0.679,0.587,-7.015,0.276,0.141,6.35e-06,0.137,0.486,186.003,7,1,230453,91.0,r&b
601,601,2016,2,Drake,One Dance,2016-05-06,0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967,1,1,173987,84.0,hip hop
602,602,2016,3,Justin Bieber,Love Yourself,2015-11-13,0.609,0.378,-9.828,0.438,0.835,0.0,0.28,0.515,100.418,4,1,233720,82.0,pop
603,603,2016,4,"The Chainsmokers, Halsey",Closer,2016-07-29,0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,8,1,244960,83.0,pop
604,604,2016,5,Adele,Hello,2015-11-20,0.578,0.43,-6.134,0.0305,0.33,0.0,0.0854,0.288,78.991,5,0,295502,72.0,r&b
605,605,2016,6,Desiigner,Panda,2016-06-26,0.576,0.766,-4.943,0.449,0.028,1.68e-06,0.366,0.236,144.833,10,0,246761,68.0,hip hop
606,606,2016,7,Frank Ocean,Pink + White,2016-08-20,0.545,0.545,-7.362,0.107,0.667,5.48e-05,0.417,0.549,159.94,9,1,184516,84.0,hip hop
607,607,2016,8,Sia,Cheap Thrills (feat. Sean Paul),2016-02-11,0.592,0.8,-4.931,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,6,0,224813,66.0,dance
608,608,2016,9,Shawn Mendes,Treat You Better,2017-04-20,0.444,0.819,-4.078,0.341,0.106,0.0,0.107,0.747,82.695,10,0,187973,83.0,pop
609,609,2016,10,Rihanna,Work,2016-01-28,0.725,0.534,-6.238,0.0946,0.0752,0.0,0.0919,0.558,91.974,11,1,219320,80.0,pop
610,610,2016,11,"Calvin Harris, Rihanna",This Is What You Came For,2016-04-29,0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,9,0,222160,82.0,pop
611,611,2016,12,Justin Bieber,Sorry,2015-11-13,0.654,0.76,-3.669,0.045,0.0797,0.0,0.299,0.41,99.945,0,0,200787,80.0,pop
612,612,2016,13,Trolls,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2016-09-23,0.669,0.832,-5.721,0.0682,0.0106,0.0,0.0968,0.7,113.035,0,1,237547,71.0,pop
613,613,2016,14,DJ Snake,Let Me Love You,2016-08-05,0.649,0.716,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,8,1,205947,81.0,pop
614,614,2016,15,Coldplay,Hymn for the Weekend,2015-12-04,0.491,0.693,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027,0,0,258267,81.0,pop
615,615,2016,16,Rihanna,Needed Me,2016-01-28,0.671,0.314,-8.091,0.244,0.11,0.0,0.0825,0.296,110.898,5,0,191600,82.0,pop
616,616,2016,17,Bryson Tiller,Don't,2015-10-02,0.765,0.356,-5.556,0.195,0.223,0.0,0.0963,0.189,96.991,11,0,198293,81.0,hip hop
617,617,2016,18,Twenty One Pilots,Ride,2015-05-15,0.645,0.713,-5.355,0.0393,0.00835,0.0,0.113,0.566,74.989,6,1,214507,80.0,rock
618,618,2016,19,Meghan Trainor,NO,2017-05-12,0.557,0.803,-3.599,0.213,0.0124,1.61e-06,0.737,0.657,92.134,1,0,213507,80.0,pop
619,619,2016,20,DNCE,Cake By The Ocean,2016-11-18,0.774,0.753,-5.446,0.0517,0.152,0.0,0.0371,0.896,119.002,4,0,219147,79.0,pop
620,620,2016,21,WILLOW,Wait a Minute!,2015-01-11,0.764,0.705,-5.279,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,3,0,196520,79.0,r&b
621,621,2016,22,"Martin Garrix, Bebe Rexha",In the Name of Love,2016-07-29,0.501,0.519,-5.88,0.0409,0.109,0.0,0.454,0.168,133.99,4,0,195707,79.0,pop
622,622,2016,23,Calum Scott,Dancing On My Own,2018-03-09,0.681,0.174,-8.745,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,1,1,260285,78.0,singer-songwriter
623,623,2016,24,Lukas Graham,7 Years,2016-04-01,0.765,0.473,-5.829,0.0514,0.287,0.0,0.391,0.34,119.992,10,1,237300,78.0,pop
624,624,2016,25,Twenty One Pilots,Heathens,2016-06-16,0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4,0,195920,79.0,rock
625,625,2016,26,The Chainsmokers,Don't Let Me Down,2016-02-05,0.532,0.869,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,11,1,208373,78.0,pop
626,626,2016,27,Alan Walker,Faded,2018-12-14,0.468,0.627,-5.085,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,6,1,212107,77.0,dance
627,627,2016,28,James Arthur,Can I Be Him,2016-10-28,0.696,0.543,-6.164,0.0489,0.308,0.0,0.0939,0.479,107.969,11,1,246880,77.0,pop
628,628,2016,29,Bryson Tiller,Exchange,2015-10-02,0.525,0.433,-10.598,0.185,0.107,0.0,0.135,0.276,160.108,6,1,194613,77.0,hip hop
629,629,2016,30,Coldplay,Adventure of a Lifetime,2015-12-04,0.638,0.924,-3.887,0.036,0.00205,0.000175,0.149,0.53,111.995,7,1,263787,76.0,pop
630,630,2016,31,Drake,Hotline Bling,2016-05-06,0.891,0.628,-7.863,0.0551,0.00258,0.00019,0.0504,0.552,134.966,2,1,267067,76.0,hip hop
631,631,2016,32,Calvin Harris,My Way,2016-09-16,0.818,0.913,-3.06,0.0426,0.093,3.69e-05,0.161,0.536,119.986,4,0,219160,76.0,pop
